cs,index
0.0,0
0.0,1
0.0,2
0.0,3
0.0,4
0.0,5
0.0,6
0.0,7
0.0,8
0.0,9
0.0,10
0.0,11
1599.1368344134073,12
0.0,13
0.0,14
0.0,15
0.0,16
0.0,17
0.0,18
0.0,19
0.0,20
0.0,21
0.0,22
0.0,23
0.0,24
0.0,25
0.0,26
0.0,27
0.0,28
6490.194700211132,29
0.0,30
0.0,31
0.0,32
0.0,33
0.0,34
0.0,35
0.0,36
0.0,37
0.0,38
0.0,39
0.0,40
0.0,41
0.0,42
0.0,43
0.0,44
0.0,45
0.0,46
0.0,47
619.9967893442134,48
0.0,49
0.0,50
0.0,51
0.0,52
0.0,53
0.0,54
0.0,55
0.0,56
0.0,57
0.0,58
0.0,59
0.0,60
5091.420228692262,61
0.0,62
0.0,63
0.0,64
0.0,65
0.0,66
0.0,67
0.0,68
29.182881358391853,69
67.49485406823314,70
0.0,71
0.0,72
571.2729602288418,73
0.0,74
0.0,75
0.0,76
4420.1668431790295,77
0.0,78
0.0,79
0.0,80
0.0,81
0.0,82
0.0,83
0.0,84
0.0,85
0.0,86
0.0,87
0.0,88
232.48976383049543,89
0.0,90
0.0,91
0.0,92
0.0,93
3279.0407747588583,94
3097.0132893296177,95
0.0,96
3359.710784961722,97
0.0,98
834.2324306183831,99
1034.9812353670422,100
2384.3797779329143,101
61.66115343208314,102
0.0,103
14.35697916864386,104
2368.3988218100767,105
4857.190890206168,106
0.0,107
0.0,108
320.9803403684306,109
14550.322501652709,110
0.0,111
0.0,112
0.0,113
1550.7401816383788,114
0.0,115
0.0,116
0.0,117
0.0,118
0.0,119
0.0,120
0.0,121
0.0,122
0.0,123
302.31034268913606,124
0.0,125
624.7749674798416,126
674.4387867005046,127
1276.4312823671953,128
1681.362126460299,129
1761.8100305390396,130
0.0,131
3342.58235230611,132
1347.0558341395379,133
0.0,134
1392.9357054720783,135
0.0,136
0.0,137
0.0,138
0.0,139
0.0,140
0.0,141
0.0,142
0.0,143
0.0,144
0.0,145
0.0,146
0.0,147
0.0,148
279.5513083113935,149
1645.1675429781933,150
2726.0180353339038,151
378.043529015618,152
421.4124950474159,153
3311.135328873005,154
5635.286909026399,155
3009.6295409537474,156
3467.55989004205,157
4218.4156378832395,158
0.0,159
1132.0662719452598,160
0.0,161
2479.9923376070415,162
948.0157093237801,163
2587.688626980317,164
2516.8720808929534,165
496.4655313015352,166
0.0,167
2417.0314455437274,168
918.3279192441541,169
136.73775297897262,170
26.766367883975885,171
0.0,172
0.0,173
982.627824479386,174
4762.838608117116,175
3529.4652097902103,176
0.0,177
9186.132994775035,178
6556.920209648378,179
0.0,180
10.53983032421649,181
0.0,182
7549.696708180048,183
704.0714951781766,184
9956.250556452791,185
0.0,186
11546.986284660357,187
11356.72455435389,188
6107.076271211369,189
6985.711436341592,190
0.0,191
7383.280489297103,192
7834.515975220512,193
7500.881954791707,194
6906.483978679974,195
8455.262700136229,196
4395.205992182425,197
0.0,198
7930.0931878616075,199
1519.0178659148305,200
4429.644740600719,201
1184.9817751274286,202
808.4839513206629,203
3817.548888383096,204
4168.616570810845,205
0.0,206
0.0,207
0.0,208
0.0,209
0.0,210
7022.10933981793,211
8275.43426743001,212
6898.974089836492,213
1269.8706146170189,214
0.0,215
2733.691686789313,216
6958.204754175448,217
223.73365813045552,218
0.0,219
371.1855828014149,220
0.0,221
4279.2739421075785,222
6684.03725535857,223
0.0,224
0.0,225
1769.566916164833,226
1523.1888129780548,227
0.0,228
955.8264801884139,229
0.0,230
0.0,231
0.0,232
0.0,233
3806.4798129533933,234
3803.1276073689564,235
0.0,236
0.0,237
2826.6847551544856,238
3673.8104465581414,239
1346.8519696491514,240
2596.3429358304707,241
1441.7810059429119,242
0.0,243
2248.3734568454142,244
0.0,245
0.0,246
0.0,247
0.0,248
0.0,249
3140.8097411823837,250
0.0,251
1518.7701739775412,252
1501.5615107655299,253
0.0,254
216.39797176979508,255
0.0,256
289.2589282142612,257
4945.3079529755805,258
0.0,259
0.0,260
0.0,261
0.0,262
0.0,263
0.0,264
2078.0316994391646,265
1139.5612622072786,266
0.0,267
0.0,268
4859.476473378369,269
372.0736752187755,270
843.3435095840001,271
570.8470057402324,272
1181.8498206913648,273
0.0,274
2391.909510211262,275
0.0,276
0.0,277
0.0,278
0.0,279
0.0,280
1234.3799593202532,281
200.94118333681087,282
0.0,283
0.0,284
0.0,285
0.0,286
1702.8946476025023,287
5157.132617064809,288
2673.379291860006,289
2447.199803832303,290
2523.9086984262112,291
1575.8354132132388,292
0.0,293
6001.5487572817965,294
2638.018129456149,295
0.0,296
0.0,297
0.0,298
0.0,299
33.04225687908726,300
138.00031385106308,301
1306.8751562384925,302
174.63968722280114,303
0.0,304
0.0,305
1325.8614134246268,306
0.0,307
1118.1749725879656,308
0.0,309
0.0,310
0.0,311
0.0,312
0.0,313
0.0,314
1545.8165049076035,315
0.0,316
75.96570397023773,317
2933.2205793870694,318
0.0,319
0.0,320
0.0,321
3008.96419173461,322
496.7529976594354,323
1932.1186505626308,324
0.0,325
690.6782285842273,326
676.3109665064878,327
4551.954361865394,328
0.0,329
0.0,330
0.0,331
728.049709996739,332
3473.354753785514,333
0.0,334
2069.9161412890835,335
668.236421394531,336
0.0,337
0.0,338
0.0,339
0.0,340
0.0,341
0.0,342
0.0,343
0.0,344
2943.530559562321,345
0.0,346
0.0,347
0.0,348
0.0,349
0.0,350
2615.151405663384,351
0.0,352
37.3607833916564,353
503.17199338817096,354
0.0,355
2644.439970459527,356
0.0,357
0.0,358
0.0,359
101.50617852366015,360
2861.950741571544,361
2419.7656094709846,362
2479.7719354443925,363
0.0,364
2885.8471131340348,365
3001.6118325819057,366
0.0,367
521.7176101835172,368
0.0,369
0.0,370
7147.549235754256,371
0.0,372
12119.826876600402,373
2532.9012086903513,374
0.0,375
5028.807778790603,376
3393.0392768277293,377
0.0,378
0.0,379
881.6408634713503,380
0.0,381
3386.04887954213,382
3280.0170104801564,383
2245.655494389037,384
740.55247729192,385
828.5089558445268,386
0.0,387
0.0,388
0.0,389
0.0,390
0.0,391
0.0,392
1675.78309903739,393
2598.9973003586238,394
0.0,395
0.0,396
0.0,397
0.0,398
0.0,399
0.0,400
0.0,401
0.0,402
0.0,403
0.0,404
1674.4876278063382,405
0.0,406
0.0,407
0.0,408
0.0,409
0.0,410
0.0,411
0.0,412
0.0,413
0.0,414
2958.4071062411927,415
0.0,416
0.0,417
0.0,418
2921.383824918094,419
0.0,420
1939.076625580019,421
0.0,422
27.462334502636146,423
0.0,424
120.2974723192682,425
0.0,426
0.0,427
0.0,428
0.0,429
4033.1239527542675,430
0.0,431
0.0,432
0.0,433
4110.097218155593,434
0.0,435
2246.9187989151706,436
0.0,437
0.0,438
1464.3595625090188,439
0.0,440
0.0,441
0.0,442
2849.7794296255447,443
0.0,444
2983.5112863077284,445
0.0,446
0.0,447
0.0,448
0.0,449
0.0,450
0.0,451
0.0,452
1525.9943329626954,453
1967.1873677501087,454
1650.4074721675552,455
0.0,456
262.420176453298,457
0.0,458
0.0,459
0.0,460
0.0,461
0.0,462
0.0,463
0.0,464
0.0,465
1677.18709027446,466
0.0,467
0.0,468
6204.837113701402,469
1794.0513961179408,470
3593.8106006696025,471
4535.981470101517,472
0.0,473
0.0,474
247.60577858351795,475
3657.477004094597,476
4106.70990802744,477
0.0,478
4984.847855928364,479
0.0,480
0.0,481
0.0,482
6166.086516466007,483
0.0,484
0.0,485
0.0,486
8017.182602335601,487
0.0,488
1879.3961491871462,489
0.0,490
2441.7462601233974,491
0.0,492
4467.03975491559,493
0.0,494
0.0,495
5134.580886994421,496
6153.741314094341,497
4940.653164337903,498
437.5731152300471,499
0.0,500
1272.0800314713106,501
727.4911416928478,502
3248.9565145731362,503
0.0,504
0.0,505
0.0,506
0.0,507
0.0,508
2383.6594938824537,509
3125.897787543506,510
2745.622584106901,511
862.1785952547615,512
0.0,513
0.0,514
485.70185648089836,515
2906.7551704988705,516
2217.667308195946,517
3123.938711477793,518
1351.0639648611495,519
5403.043187428181,520
0.0,521
3658.7176454236605,522
0.0,523
1400.8620936260172,524
0.0,525
2705.83626217138,526
2650.2302756553145,527
5319.382196271213,528
1044.5136566470692,529
3937.3704992463527,530
2935.14817899136,531
5978.286003473768,532
1021.4711757897171,533
2839.7246479546584,534
2827.436611708482,535
2755.301652765333,536
0.0,537
2523.979014937534,538
3579.8311417306822,539
6558.097374928918,540
3320.308696497787,541
1552.4567554997564,542
0.0,543
1666.1633773559502,544
1984.6355787249831,545
1084.3256185601736,546
2112.6716264440342,547
2692.0278909945573,548
2771.075198605945,549
4821.222124862744,550
2214.3271117861486,551
2211.1248317594177,552
1403.7378736334772,553
85.02430446661812,554
0.0,555
0.0,556
0.0,557
0.0,558
0.0,559
0.0,560
27.282494119781777,561
0.0,562
0.0,563
47.689232498696114,564
0.0,565
0.0,566
233.38563256030938,567
0.0,568
0.0,569
0.0,570
1272.1025902475842,571
1140.1128518760465,572
949.4518384132898,573
0.0,574
1131.8540220753837,575
1392.8621274416662,576
693.06242284544,577
0.0,578
0.0,579
1306.0664601342535,580
875.4351420481327,581
0.0,582
901.9739710969425,583
0.0,584
0.0,585
1170.6670957885262,586
0.0,587
0.0,588
0.0,589
0.0,590
1758.5052706584318,591
690.639628291548,592
807.7700116107816,593
1324.82609462519,594
113.30863133245506,595
0.0,596
0.0,597
1465.7868139131106,598
1533.0098495996838,599
0.0,600
0.0,601
0.0,602
0.0,603
0.0,604
0.0,605
665.2987184583944,606
0.0,607
0.0,608
0.0,609
0.0,610
0.0,611
0.0,612
0.0,613
0.0,614
0.0,615
436.93584442844036,616
61.50178642094931,617
0.0,618
0.0,619
8.749425378690118,620
0.0,621
0.0,622
0.0,623
0.0,624
1868.2114740228187,625
0.7142159385402005,626
0.04341794790962482,627
0.0,628
0.0,629
0.0,630
768.3133700093216,631
0.0,632
0.0,633
268.61898522914163,634
0.0,635
0.0,636
0.0,637
0.0,638
1453.9066583134895,639
0.0,640
0.0,641
0.0,642
0.0,643
0.0,644
0.0,645
13.271355377383916,646
0.0,647
0.0,648
1071.1039279428048,649
0.0,650
0.0,651
474.4825045117048,652
0.0,653
1949.5432853288482,654
1746.1241917638085,655
0.0,656
0.0,657
0.0,658
0.0,659
0.0,660
214.54988102337833,661
1739.6669697512446,662
