cs,index
0.0,0
0.0,1
0.0,2
0.0,3
0.0,4
0.0,5
0.0,6
0.0,7
0.0,8
0.0,9
0.0,10
0.0,11
2289.6756440896975,12
0.0,13
0.0,14
2808.195576349954,15
0.0,16
0.0,17
0.0,18
0.0,19
0.0,20
0.0,21
0.0,22
0.0,23
0.0,24
0.0,25
0.0,26
0.0,27
0.0,28
0.0,29
0.0,30
0.0,31
0.0,32
0.0,33
0.0,34
79.77779512992475,35
0.0,36
0.0,37
0.0,38
0.0,39
308.79505110710505,40
0.0,41
0.0,42
0.0,43
1232.73729725738,44
672.8624919110806,45
540.8930805650828,46
445.67832318079326,47
0.0,48
0.0,49
0.0,50
0.0,51
0.0,52
0.0,53
0.0,54
599.1001908415489,55
0.0,56
0.0,57
1108.587010167029,58
0.0,59
698.4206099959476,60
290.60225357839084,61
862.0873048349805,62
0.0,63
0.0,64
0.0,65
839.0402709171876,66
0.0,67
0.0,68
0.0,69
0.0,70
0.0,71
0.0,72
0.0,73
0.0,74
0.0,75
0.0,76
2137.7842764066445,77
0.0,78
0.0,79
0.0,80
889.7837859043339,81
0.0,82
0.0,83
0.0,84
0.0,85
0.0,86
0.0,87
0.0,88
0.0,89
0.0,90
0.0,91
0.0,92
0.0,93
0.0,94
0.0,95
0.0,96
0.0,97
0.0,98
0.0,99
0.0,100
0.0,101
0.0,102
0.0,103
0.0,104
0.0,105
0.0,106
0.0,107
0.0,108
0.0,109
3648.137752450587,110
0.0,111
0.0,112
0.0,113
0.0,114
0.0,115
0.0,116
0.0,117
0.0,118
0.0,119
127.52536677270777,120
0.0,121
0.0,122
0.0,123
0.0,124
0.0,125
0.0,126
0.0,127
0.0,128
0.0,129
0.0,130
0.0,131
0.0,132
0.0,133
0.0,134
0.0,135
0.0,136
0.0,137
0.0,138
0.0,139
0.0,140
0.0,141
0.0,142
0.0,143
0.0,144
0.0,145
0.0,146
0.0,147
0.0,148
0.0,149
0.0,150
0.0,151
0.0,152
0.0,153
0.0,154
0.0,155
0.0,156
0.0,157
0.0,158
0.0,159
0.0,160
0.0,161
0.0,162
0.0,163
0.0,164
0.0,165
0.0,166
0.0,167
0.0,168
0.0,169
0.0,170
0.0,171
0.0,172
0.0,173
0.0,174
0.0,175
0.0,176
610.8726325515217,177
0.0,178
0.0,179
0.0,180
0.0,181
0.0,182
0.0,183
2632.267589158645,184
0.0,185
6090.092357701061,186
0.0,187
0.0,188
0.0,189
0.0,190
0.0,191
171.83765532878385,192
230.31741295670392,193
175.41268781721962,194
8501.85426575117,195
0.0,196
0.0,197
0.0,198
0.0,199
0.0,200
871.5715543055861,201
1660.5340065933099,202
0.0,203
210.9358120706568,204
375.31310774251045,205
0.0,206
1658.1153213766029,207
1997.50445616077,208
0.0,209
0.0,210
1145.9254534008737,211
4477.6529857887945,212
5773.856352680212,213
3778.1251177622717,214
2500.7594603494454,215
0.0,216
6603.360096734551,217
0.0,218
0.0,219
0.0,220
0.0,221
5229.492106326546,222
7139.350158874575,223
0.0,224
10.125121574844833,225
2939.6411230467875,226
1481.7064810608388,227
0.0,228
2630.1174927894895,229
0.0,230
0.0,231
221.17558650025487,232
387.80188924524424,233
4988.154294504973,234
4884.107832446054,235
0.0,236
0.0,237
16.22935068958568,238
4818.81725813841,239
2592.5385182828923,240
5661.815035894366,241
3253.77745067929,242
0.0,243
5666.409487694952,244
1239.572462557018,245
0.0,246
0.0,247
790.6611828678923,248
834.8259300396736,249
1898.8329456704946,250
0.0,251
0.0,252
0.0,253
4154.76787717643,254
1619.112567340408,255
4434.851879580367,256
1427.7912661212056,257
1023.9199741432154,258
430.13204481661126,259
0.0,260
810.9030044909873,261
3487.7121977321963,262
1137.538189920839,263
2213.7192889561807,264
0.0,265
0.0,266
1266.766947930773,267
1291.9139807074093,268
0.0,269
1233.1985959130773,270
1148.585524287853,271
0.0,272
0.0,273
2412.415726271146,274
0.0,275
426.5486295687198,276
0.0,277
1223.3821560533365,278
0.0,279
69.54372435659889,280
2042.4757856527133,281
1634.4681634858616,282
0.0,283
0.0,284
2040.0412054774981,285
0.0,286
0.0,287
3247.4574277036804,288
0.0,289
0.0,290
0.0,291
0.0,292
1722.3155718753699,293
0.0,294
0.0,295
2168.2707715300257,296
2106.089024722956,297
1450.1014309816067,298
0.0,299
1346.2729956452476,300
1459.6567467828509,301
462.1653106629177,302
0.0,303
0.0,304
0.0,305
0.0,306
0.0,307
2166.124469859089,308
0.0,309
0.0,310
0.0,311
0.0,312
0.0,313
0.0,314
693.2287966285307,315
0.0,316
893.2572705032636,317
879.0510958666667,318
0.0,319
0.0,320
505.0661739960167,321
14.906488911357993,322
0.0,323
2044.1260399632306,324
0.0,325
0.0,326
0.0,327
1116.1503185829201,328
1154.7762465197166,329
0.0,330
0.0,331
0.0,332
541.6896792358821,333
475.7192074708429,334
763.6627258444905,335
0.0,336
0.0,337
0.0,338
0.0,339
0.0,340
0.0,341
0.0,342
2099.0807437158874,343
0.0,344
0.0,345
1551.7870813067673,346
337.28272171574963,347
0.0,348
180.11631781853228,349
0.0,350
3347.4314939701108,351
0.0,352
0.0,353
659.7431952476902,354
0.0,355
1697.0949029306857,356
0.0,357
1995.341862094544,358
0.0,359
0.0,360
0.0,361
0.0,362
132.70853105065248,363
664.4701146486509,364
1591.198432835198,365
474.3223552638266,366
0.0,367
0.0,368
0.0,369
970.6581491957774,370
0.0,371
0.0,372
1832.4967667083622,373
0.0,374
0.0,375
2383.0318285463595,376
0.0,377
938.5870442196032,378
457.00828096887926,379
0.0,380
1347.7978697844428,381
4028.539315135491,382
4418.27682246388,383
0.0,384
0.0,385
0.0,386
411.6995850224818,387
965.3040140130005,388
1651.323556646727,389
0.0,390
1203.0108123995765,391
0.0,392
5033.711092379414,393
0.0,394
0.0,395
0.0,396
155.29471661473193,397
0.0,398
0.0,399
0.0,400
1839.8064895965208,401
197.11036774816898,402
0.0,403
0.0,404
5336.241920941891,405
0.0,406
1278.190873742949,407
0.0,408
2064.0088818329227,409
2802.310482751178,410
0.0,411
1557.4704555866865,412
1272.722076019271,413
1781.1733540129212,414
6828.742836371482,415
679.1696224782411,416
1407.9678819984026,417
0.0,418
7453.369148047208,419
0.0,420
2354.590064659704,421
0.0,422
2251.44767326921,423
0.0,424
2499.0235819084223,425
0.0,426
0.0,427
0.0,428
331.2901149729299,429
8897.750540130564,430
238.47145491309936,431
0.0,432
0.0,433
8976.25404230573,434
0.0,435
4755.299231952542,436
0.0,437
0.0,438
4601.873755567108,439
0.0,440
0.0,441
0.0,442
5177.552705237773,443
171.60410119555561,444
4655.618843770875,445
1431.8177255575183,446
0.0,447
0.0,448
0.0,449
0.0,450
580.3615452765172,451
0.0,452
0.0,453
0.0,454
0.0,455
0.0,456
2716.1739364014784,457
22.69837050348749,458
0.0,459
0.0,460
0.0,461
0.0,462
0.0,463
0.0,464
8.883408574377466,465
0.0,466
0.42185095510889176,467
0.0,468
749.6399510040001,469
0.0,470
1356.5623534904619,471
2730.812758753179,472
0.0,473
0.0,474
0.0,475
0.0,476
1172.5721518867065,477
0.0,478
3325.7941727013726,479
0.0,480
0.0,481
0.0,482
3106.5577615836496,483
0.0,484
0.0,485
0.0,486
2257.6702052826777,487
1391.5430894941658,488
0.0,489
0.0,490
899.8629034991685,491
0.0,492
5482.979234349154,493
2228.4059650452514,494
2590.0404608565736,495
4215.3149323127045,496
4298.635109955438,497
3617.2686912231648,498
166.30252922303748,499
0.0,500
0.0,501
0.0,502
1900.739152744824,503
0.0,504
0.0,505
2831.923535004834,506
2982.045137790839,507
1329.726684609568,508
3340.1687600736172,509
0.0,510
3373.2511604884476,511
946.9187176073114,512
1004.3027523019018,513
1467.5075291196365,514
0.0,515
0.0,516
2587.0372315040922,517
7771.229935000741,518
1577.3745618325763,519
322.9992332474002,520
0.0,521
2644.0402086346376,522
4563.732465443322,523
3758.568196205571,524
459.78051886119454,525
0.0,526
0.0,527
857.7533777127055,528
2910.461835504332,529
0.0,530
7181.615520783973,531
1470.3135035526093,532
629.9937362534027,533
3167.5482256979394,534
3168.5846136243294,535
3392.4927856857357,536
0.0,537
3203.8332376807416,538
3599.1163741227615,539
8719.356865899052,540
3424.8092998782017,541
2550.4011704844393,542
350.3297986568881,543
2886.414188531018,544
6391.431492823543,545
2277.3405928421744,546
1207.0431262873071,547
1389.8363661309063,548
1441.472615333744,549
765.7883455779156,550
0.0,551
2095.4905669996233,552
0.0,553
959.4639353480142,554
0.0,555
0.0,556
956.10295618694,557
0.0,558
6.575647676382363,559
0.0,560
1028.2138854382956,561
4018.456994557408,562
349.74293899759743,563
3409.238166635387,564
0.0,565
0.0,566
4486.37932567239,567
0.0,568
3963.2487057039934,569
4071.6031488115127,570
0.0,571
3769.2396682379635,572
3580.7821208219634,573
0.0,574
1785.5363376223388,575
4669.162888264309,576
3381.4466063989375,577
1203.4485722394402,578
696.3791748751305,579
0.0,580
3871.8003405153754,581
3122.681555460596,582
4299.031455405236,583
6237.455727871,584
2809.121992670865,585
4294.414390804005,586
6116.850723128928,587
0.0,588
447.07381738319697,589
4360.114179835553,590
4617.220765811181,591
0.0,592
3777.5023705194317,593
3992.7608841374454,594
3424.680371675513,595
2391.537095720862,596
3490.6358650666534,597
3573.7481561799095,598
1243.5818388373264,599
2269.421626643082,600
3974.5062790949382,601
0.0,602
2869.7978355336822,603
2162.960330992129,604
3439.2359366955097,605
3151.7559290201466,606
0.0,607
1572.4417236326613,608
2112.6862829568927,609
0.0,610
3213.798618202804,611
0.0,612
1715.9492395897175,613
1735.9848723842151,614
2122.040343878167,615
1420.880318209399,616
0.0,617
0.0,618
0.0,619
664.5741417751773,620
0.0,621
0.0,622
1022.0421194771657,623
0.0,624
1443.1768020317422,625
180.46745515286517,626
77.1978885427987,627
0.0,628
0.0,629
0.0,630
2558.2067785351387,631
0.0,632
0.0,633
270.6727254970821,634
0.0,635
1385.6582243856622,636
0.0,637
0.0,638
1327.7035084894035,639
0.0,640
0.0,641
0.0,642
955.6963926395256,643
0.0,644
0.0,645
2336.7074917327927,646
0.0,647
0.0,648
1210.5444388863925,649
0.0,650
0.0,651
1469.659735913643,652
0.0,653
0.0,654
2.5441094032924485,655
0.0,656
0.0,657
0.0,658
0.0,659
0.0,660
0.0,661
0.0,662
0.0,663
0.0,664
0.0,665
0.0,666
0.0,667
0.0,668
