cs,index
0.0,0
0.0,1
0.0,2
1584.6057964160248,3
28.6841212643425,4
0.0,5
0.0,6
84.31196584668457,7
100.56576413774596,8
1172.3422002084167,9
0.0,10
0.0,11
0.0,12
1134.7441626590928,13
0.0,14
0.0,15
0.0,16
0.0,17
0.0,18
805.8575872788705,19
953.1129158412256,20
0.0,21
1130.2352569270906,22
0.0,23
0.0,24
1844.5715397593028,25
1587.2403736529818,26
0.0,27
411.17542818879815,28
995.1287869757588,29
0.0,30
0.0,31
0.0,32
1125.4034137821022,33
1184.8439700220513,34
0.0,35
1274.5245550124077,36
0.0,37
0.0,38
0.0,39
0.0,40
352.74356883550126,41
188.9826151674061,42
0.0,43
0.0,44
0.0,45
0.0,46
0.0,47
0.0,48
0.0,49
0.0,50
0.0,51
0.0,52
0.0,53
0.0,54
618.4075490795751,55
0.0,56
601.189755074656,57
2139.7119665506575,58
0.0,59
2023.7420277270414,60
0.0,61
2309.045593484694,62
1800.7799615948236,63
3715.652249066916,64
0.0,65
2774.742717780509,66
0.0,67
0.0,68
3618.9824780722743,69
553.7757107681396,70
0.0,71
804.1101877393188,72
0.0,73
0.0,74
853.1891326280695,75
0.0,76
0.0,77
0.0,78
0.0,79
0.0,80
0.0,81
0.0,82
0.0,83
0.0,84
0.0,85
0.0,86
0.0,87
0.0,88
0.0,89
0.0,90
0.0,91
0.0,92
0.0,93
1325.0631420146844,94
1531.2036982135864,95
0.0,96
559.3546990245009,97
0.0,98
729.0467773596864,99
293.1396763373291,100
1239.5584584959286,101
608.2567801678946,102
0.0,103
602.5282175394326,104
0.0,105
183.2002552021914,106
0.0,107
0.0,108
47.27219983884321,109
0.0,110
0.0,111
0.0,112
0.0,113
0.0,114
0.0,115
0.0,116
0.0,117
0.0,118
0.0,119
0.0,120
0.0,121
0.0,122
0.0,123
0.0,124
0.0,125
792.552774043673,126
449.7925380698889,127
722.5569522840403,128
266.4306863539218,129
542.0530463581829,130
67.56649629738395,131
0.0,132
0.0,133
0.0,134
0.0,135
0.0,136
0.0,137
0.0,138
0.0,139
0.0,140
0.0,141
0.0,142
0.0,143
0.0,144
0.0,145
0.0,146
0.0,147
455.6634438429533,148
0.0,149
0.0,150
0.0,151
0.0,152
0.0,153
0.0,154
0.0,155
0.0,156
193.4689923035559,157
1623.7019913088632,158
0.0,159
2613.152762741549,160
221.0176171057745,161
26.458968313270155,162
3244.262090616653,163
34.71333786059786,164
32.8418261727398,165
2016.8406727663805,166
1986.4256994534,167
510.50286425317404,168
1383.7376159343946,169
251.93902674670767,170
138.20868561214553,171
1720.2292500115902,172
0.0,173
239.62736979182353,174
298.01556536910505,175
1419.5801711804895,176
0.0,177
0.0,178
672.395361834824,179
0.0,180
0.0,181
0.0,182
109.26387935307842,183
0.0,184
3594.3291190219206,185
4779.517569312689,186
5147.373361565804,187
7635.367932632954,188
925.6936801201107,189
2860.1610578976506,190
2817.7892523049077,191
5328.9699610240405,192
5529.557555285455,193
5582.823011032759,194
7641.56657316661,195
7905.887153051287,196
1748.557615136383,197
0.0,198
7610.876577577134,199
4750.895958755015,200
378.1365294421117,201
0.0,202
4825.560613466385,203
1468.8556885688938,204
2519.092477528442,205
389.2286265035627,206
294.57074260490367,207
786.8602511245491,208
143.47425622879632,209
0.0,210
7436.671251672158,211
9387.70008803193,212
8324.007316885272,213
3696.025125388585,214
2189.0509214513604,215
1916.587053820652,216
8686.261756224503,217
896.7699599662902,218
0.0,219
941.7779723550284,220
0.0,221
7316.583731587229,222
7653.660092997232,223
0.0,224
0.0,225
5390.908528691355,226
1480.351629093745,227
0.0,228
1674.3181778872147,229
0.0,230
0.0,231
404.05188463326533,232
615.5928318462862,233
5823.648287715647,234
4966.763218759347,235
0.0,236
0.0,237
0.0,238
4175.290848983357,239
0.0,240
2039.3163540833943,241
582.8543468682282,242
0.0,243
1415.6201435439216,244
0.0,245
0.0,246
0.0,247
0.0,248
0.0,249
0.0,250
0.0,251
0.0,252
0.0,253
0.0,254
0.0,255
0.0,256
0.0,257
0.0,258
0.0,259
0.0,260
0.0,261
0.0,262
0.0,263
258.6507967581798,264
0.0,265
0.0,266
0.0,267
241.54131320933277,268
0.0,269
1483.3858305473516,270
2133.2879112010446,271
506.2960598164382,272
2069.2796755981185,273
0.0,274
2570.091115398603,275
0.0,276
0.0,277
0.0,278
917.5588438439141,279
0.0,280
0.0,281
0.0,282
0.0,283
393.1497212105624,284
1526.4362905665887,285
6395.893254274083,286
2547.403313888097,287
4158.010075796861,288
4331.398847411731,289
0.0,290
0.0,291
4202.602705193554,292
0.0,293
0.0,294
0.0,295
1729.6484098888416,296
1902.370225326084,297
1157.0385825811948,298
2474.041269714819,299
381.2645243747756,300
161.16494350459087,301
6671.297696838763,302
1708.1940677914067,303
4942.632524551374,304
680.9634574431414,305
179.08062950803085,306
1146.6824737133209,307
0.0,308
0.0,309
1322.4006330963946,310
1099.2288154445769,311
1704.710343998028,312
0.0,313
0.0,314
2801.7839691256577,315
17.129723291189688,316
159.2588517370389,317
211.12429190325352,318
0.0,319
0.0,320
0.0,321
0.0,322
955.692099962043,323
0.0,324
120.84968171969307,325
724.2319734957154,326
984.3243275458199,327
0.0,328
1011.3293558823702,329
1261.2465124484431,330
2104.4315887910902,331
1606.0585008175317,332
48.47467623790182,333
1647.7211090275096,334
0.0,335
0.0,336
4335.900955208263,337
1062.118898637686,338
943.3235953106595,339
0.0,340
693.8747372726257,341
2242.241534977789,342
0.0,343
1046.5374756774402,344
2077.856121363102,345
319.9395555155522,346
1281.8507155036161,347
1863.0005638829489,348
3617.964711242783,349
1119.9172285466068,350
3219.5716338847064,351
727.0957292136397,352
0.0,353
370.53185843682036,354
403.0929944670668,355
5900.4993994913175,356
390.71351271089827,357
1290.3452122313947,358
0.0,359
0.0,360
3123.419597372468,361
5249.381944933894,362
830.3649172144276,363
0.0,364
3963.130025791535,365
0.0,366
0.0,367
0.0,368
1107.3074982485264,369
0.0,370
525.6769269310187,371
2453.5865625506026,372
0.0,373
1663.2605297690623,374
1689.647209577663,375
4567.850110405815,376
409.72273561287284,377
2498.7455495597715,378
0.0,379
1609.201960031353,380
0.0,381
3648.1524438325873,382
3443.5392225769665,383
0.0,384
1651.338003466701,385
1712.993778588884,386
808.9399276426675,387
0.0,388
0.0,389
0.0,390
1264.9472998703206,391
705.5513102204944,392
2554.2367520753974,393
833.621448133477,394
541.2849281893973,395
1688.5432820164847,396
0.0,397
2148.8759616493717,398
698.0665802148224,399
1827.4071737892652,400
1633.3748114374982,401
1844.9014915576877,402
0.0,403
1179.5513221235892,404
2419.524625634408,405
622.1738962293623,406
1406.9573829296423,407
2037.2787076440184,408
0.0,409
0.0,410
2114.8202457499015,411
0.0,412
0.0,413
3.944467413265578,414
3749.7367703566397,415
2963.8302896056493,416
3126.1919057795003,417
3013.0127132362445,418
3692.002632888035,419
2621.1186606662736,420
2684.224212903646,421
9126.603038433834,422
0.0,423
9311.90312538731,424
0.0,425
0.0,426
2816.8434414766793,427
2899.326205074649,428
0.0,429
4076.896124038051,430
0.0,431
2091.432043404888,432
9436.24249241127,433
3722.4457942533354,434
2449.671709344814,435
1326.6274801451584,436
4658.861318977449,437
4666.616451633663,438
0.0,439
0.0,440
709.9478749586242,441
877.2987922792264,442
2559.6415151909514,443
454.1024041558099,444
0.0,445
41.209638034855416,446
0.0,447
0.0,448
2780.662574193254,449
3406.6601045374487,450
903.6478703306199,451
0.0,452
0.0,453
0.0,454
0.0,455
0.0,456
0.0,457
1757.6738182999268,458
0.0,459
0.0,460
0.0,461
0.0,462
0.0,463
1108.6101408667744,464
1179.3493315540131,465
3675.8834717624613,466
1612.4320761726733,467
0.0,468
181.06116356170133,469
0.0,470
3137.0963701492547,471
4058.2194889206044,472
1155.1793691016612,473
3908.898651465628,474
682.4617892579087,475
6292.76870582332,476
2886.770644909064,477
0.0,478
3954.6957288758044,479
0.0,480
275.59904676557204,481
0.0,482
5899.384602612771,483
0.0,484
0.0,485
0.0,486
7307.475203515462,487
4357.680244089867,488
79.34628636332752,489
0.0,490
4582.678681938538,491
0.0,492
6566.563221178127,493
0.0,494
0.0,495
5887.887345162838,496
5511.697780920916,497
6323.558625979479,498
1446.845845178456,499
1135.636379048478,500
463.04279470851077,501
564.0761152705352,502
2547.280884647649,503
0.0,504
545.5415430437953,505
2706.0596194497516,506
3207.7990922869494,507
0.0,508
5430.690152592179,509
2323.8353370495597,510
5040.700789237869,511
4877.43068588635,512
0.0,513
2294.4596083251677,514
5.937909768111865,515
2167.206830793677,516
4735.197290547031,517
7674.061047880099,518
4107.289392544525,519
3564.8891280079524,520
0.0,521
6550.8980168332555,522
567.9776636561701,523
4126.230379052431,524
253.02199731944975,525
1760.0708853894787,526
0.0,527
3607.375926046749,528
0.0,529
3429.456503164044,530
6851.830484549802,531
4091.7777087761374,532
254.21027144588143,533
3985.167800351199,534
3854.533141655628,535
5393.080138403285,536
0.0,537
3668.439443154351,538
4310.630284101218,539
3789.085473138229,540
4213.818122190379,541
3746.962800786465,542
0.0,543
3465.9466039611816,544
6563.660617950988,545
3563.859775417127,546
4086.5537135811505,547
4619.4295675434605,548
4316.648778652897,549
367.35933394132155,550
1131.808362787034,551
3519.8544991677736,552
3192.6796747254193,553
2156.5865667048806,554
1846.0733875493754,555
0.0,556
654.3837361096213,557
1512.4255239516228,558
4292.628949225091,559
1768.7334799926928,560
1722.7909719243162,561
1898.0811551360146,562
1300.32784131221,563
461.6885631017199,564
0.0,565
1678.6343281391416,566
2639.091797505658,567
0.0,568
127.09521917762285,569
6113.453842664348,570
4226.018461650646,571
5097.649280722378,572
4926.545424428161,573
2819.384338541402,574
3578.594910802186,575
1950.6155211075845,576
4695.404821083822,577
663.743890298029,578
0.0,579
3429.328163801268,580
4836.594404426885,581
0.0,582
4831.3371443259075,583
4744.748030052645,584
1132.7397333928025,585
4532.986677494107,586
4443.380364091857,587
1497.2047031090217,588
0.0,589
1729.1894889410303,590
5361.253502939728,591
2135.009845271923,592
4258.54197010164,593
5443.775089162948,594
3950.733914915879,595
0.0,596
1077.2280013439183,597
4989.105697833575,598
271.4109732181791,599
0.0,600
560.309913930567,601
1981.8458015191547,602
2110.860306142167,603
1114.3295356941962,604
0.0,605
1276.5414960695377,606
1516.4401405848791,607
127.31372839065196,608
0.0,609
1096.2696050722077,610
