cs,index
797.5746618992612,0
784.8556522529448,1
0.0,2
1716.3036040283816,3
768.2186370658848,4
0.0,5
0.0,6
756.5361201102703,7
744.7174889111313,8
847.7826719888719,9
0.0,10
324.0777911600453,11
3916.2662365999226,12
835.8252571343706,13
0.0,14
0.0,15
0.0,16
0.0,17
0.0,18
0.0,19
0.0,20
0.0,21
0.0,22
0.0,23
0.0,24
0.0,25
0.0,26
0.0,27
0.0,28
1517.9974678693798,29
0.0,30
0.0,31
0.0,32
0.0,33
0.0,34
0.0,35
0.0,36
0.0,37
0.0,38
0.0,39
0.0,40
0.0,41
0.0,42
0.0,43
0.0,44
0.0,45
0.0,46
0.0,47
0.0,48
0.0,49
15.776788371981581,50
0.0,51
783.0660174173335,52
384.96725261743785,53
0.0,54
2386.370942446785,55
79.00384522699369,56
341.54199982419135,57
0.0,58
0.0,59
0.0,60
883.3030216202416,61
0.0,62
0.0,63
0.0,64
323.61701226334867,65
3096.9889519695703,66
0.0,67
0.0,68
0.0,69
0.0,70
123.10425933983183,71
1790.9010310112528,72
0.0,73
0.0,74
0.0,75
0.0,76
6111.908860539818,77
0.0,78
0.0,79
0.0,80
579.2613917995803,81
0.0,82
0.0,83
0.0,84
0.0,85
0.0,86
0.0,87
0.0,88
0.0,89
965.1294691181286,90
0.0,91
920.2707277831084,92
0.0,93
0.0,94
0.0,95
0.0,96
0.0,97
0.0,98
0.0,99
0.0,100
0.0,101
0.0,102
0.0,103
0.0,104
0.0,105
542.7037936072484,106
0.0,107
0.0,108
0.0,109
5138.924236675388,110
0.0,111
0.0,112
0.0,113
0.0,114
0.0,115
0.0,116
0.0,117
0.0,118
0.0,119
0.0,120
0.0,121
0.0,122
0.0,123
0.0,124
0.0,125
0.0,126
0.0,127
0.0,128
0.0,129
0.0,130
0.0,131
0.0,132
0.0,133
0.0,134
0.0,135
0.0,136
0.0,137
0.0,138
0.0,139
0.0,140
0.0,141
0.0,142
0.0,143
0.0,144
0.0,145
0.0,146
0.0,147
0.0,148
0.0,149
0.0,150
0.0,151
0.0,152
1050.682906951447,153
0.0,154
0.0,155
756.2056761983376,156
3214.879203469763,157
0.0,158
0.0,159
0.0,160
0.0,161
403.43443665639376,162
0.0,163
377.18598944720577,164
348.6788173284048,165
0.0,166
27.72635309272038,167
0.0,168
0.0,169
0.0,170
0.0,171
0.0,172
0.0,173
0.0,174
0.0,175
0.0,176
0.0,177
0.0,178
0.0,179
0.0,180
0.0,181
0.0,182
0.0,183
759.5847432820545,184
0.0,185
0.0,186
0.0,187
0.0,188
0.0,189
0.0,190
0.0,191
0.0,192
0.0,193
0.0,194
0.0,195
0.0,196
0.0,197
3806.172800563732,198
0.0,199
0.0,200
13.065307862007504,201
0.0,202
440.1437523070759,203
0.0,204
0.0,205
0.0,206
3440.374382010308,207
2020.395512106035,208
0.0,209
788.769907416682,210
0.0,211
0.0,212
0.0,213
4673.758046792858,214
0.0,215
0.0,216
0.0,217
0.0,218
509.8193450967765,219
0.0,220
513.0322682615314,221
0.0,222
0.0,223
0.0,224
0.0,225
0.0,226
0.0,227
0.0,228
918.9138573704489,229
0.0,230
0.0,231
0.0,232
524.1346587740879,233
0.0,234
0.0,235
1625.4903501200813,236
